"Target","Path","Status","Type","Bytes","Html"
"remote_setup","/","200","text/html","19939","True"
"remote_setup","/scene.js","200","text/javascript","22301","False"
"remote_setup","/globe/textures.js","200","text/javascript","6591","False"
"remote_setup","/globe/layers.js","200","text/javascript","20188","False"
"remote_setup","/globe/umbra_data.v1.js","200","text/javascript","16235","False"
"remote_setup","/assets/earth_day_16k.jpg","FAIL","","0",""
"remote_setup","/assets/earth_client_base.png","FAIL","","0",""
"remote_setup","/data/clients/black_dragon/black_dragon_pass4_outreach_enabled.json","200","application/json","1937965","False"
