"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Fresno","14","0","14","0","not_locked"
"Los Angeles","14","0","14","0","not_locked"
"Sacramento","14","0","14","0","not_locked"
"San Diego","14","0","14","0","not_locked"
"San Jose","14","0","14","0","not_locked"
