"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Chandler","14","14","0","100","locked"
"Mesa","14","14","0","100","locked"
"Phoenix","14","14","0","100","locked"
"Scottsdale","14","14","0","100","locked"
"Tucson","14","14","0","100","locked"
