"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Baltimore","14","14","0","100","locked"
"Boston","14","14","0","100","locked"
"Chicago","14","14","0","100","locked"
"Indianapolis","14","14","0","100","locked"
"New Orleans","14","14","0","100","locked"
