"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Henderson","14","14","0","100","locked"
"Las Vegas","14","14","0","100","locked"
"North Las Vegas","14","14","0","100","locked"
"Reno","14","14","0","100","locked"
"Sparks","14","14","0","100","locked"
