"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Eugene","14","14","0","100","locked"
"Gresham","14","14","0","100","locked"
"Hillsboro","14","14","0","100","locked"
"Portland","14","14","0","100","locked"
"Salem","14","14","0","100","locked"
