"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Broken Arrow","14","14","0","100","locked"
"Edmond","14","14","0","100","locked"
"Norman","14","14","0","100","locked"
"Oklahoma City","14","14","0","100","locked"
"Tulsa","14","14","0","100","locked"
