"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Atlanta","14","0","14","0","not_locked"
"Long Beach","14","0","14","0","not_locked"
"Milwaukee","14","14","0","100","locked"
"Oakland","14","0","14","0","not_locked"
"San Francisco","14","0","14","0","not_locked"
