"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Arlington","14","14","0","100","locked"
"New York","14","14","0","100","locked"
"Omaha","14","14","0","100","locked"
"San Antonio","14","14","0","100","locked"
"Virginia Beach","14","14","0","100","locked"
