"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Chattanooga","14","0","14","0","not_locked"
"Clarksville","14","0","14","0","not_locked"
"Knoxville","14","0","14","0","not_locked"
"Memphis","14","0","14","0","not_locked"
"Nashville","14","0","14","0","not_locked"
