"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Jacksonville","14","14","0","100","locked"
"Miami","14","14","0","100","locked"
"Orlando","14","14","0","100","locked"
"St Petersburg","14","14","0","100","locked"
"Tampa","14","14","0","100","locked"
