"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Charlotte","14","14","0","100","locked"
"Durham","14","14","0","100","locked"
"Greensboro","14","14","0","100","locked"
"Raleigh","14","14","0","100","locked"
"Winston-Salem","14","14","0","100","locked"
