"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Fresno","14","14","0","100","locked"
"Los Angeles","14","14","0","100","locked"
"Sacramento","14","14","0","100","locked"
"San Diego","14","14","0","100","locked"
"San Jose","14","14","0","100","locked"
