"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Bellevue","14","14","0","100","locked"
"Seattle","14","14","0","100","locked"
"Spokane","14","14","0","100","locked"
"Tacoma","14","14","0","100","locked"
"Vancouver","14","14","0","100","locked"
