"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Aurora","14","0","14","0","not_locked"
"Colorado Springs","14","0","14","0","not_locked"
"Denver","14","0","14","0","not_locked"
"Fort Collins","14","0","14","0","not_locked"
"Lakewood","14","0","14","0","not_locked"
