"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Albuquerque","14","14","0","100","locked"
"Las Cruces","14","14","0","100","locked"
"Rio Rancho","14","14","0","100","locked"
"Roswell","14","14","0","100","locked"
"Santa Fe","14","14","0","100","locked"
