"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Allentown","14","0","14","0","not_locked"
"Erie","14","0","14","0","not_locked"
"Philadelphia","14","0","14","0","not_locked"
"Pittsburgh","14","0","14","0","not_locked"
"Reading","14","0","14","0","not_locked"
