"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Eugene","14","0","14","0","not_locked"
"Gresham","14","0","14","0","not_locked"
"Hillsboro","14","0","14","0","not_locked"
"Portland","14","0","14","0","not_locked"
"Salem","14","0","14","0","not_locked"
