"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Ann Arbor","14","0","14","0","not_locked"
"Detroit","14","0","14","0","not_locked"
"Flint","14","0","14","0","not_locked"
"Grand Rapids","14","0","14","0","not_locked"
"Lansing","14","0","14","0","not_locked"
