"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Akron","14","0","14","0","not_locked"
"Cincinnati","14","0","14","0","not_locked"
"Cleveland","14","0","14","0","not_locked"
"Columbus","14","0","14","0","not_locked"
"Toledo","14","0","14","0","not_locked"
