"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Columbia","14","0","14","0","not_locked"
"Independence","14","0","14","0","not_locked"
"Kansas City","14","0","14","0","not_locked"
"Springfield","14","0","14","0","not_locked"
"St Louis","14","0","14","0","not_locked"
