"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Bloomington","14","0","14","0","not_locked"
"Duluth","14","0","14","0","not_locked"
"Minneapolis","14","0","14","0","not_locked"
"Rochester","14","0","14","0","not_locked"
"St Paul","14","0","14","0","not_locked"
