"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Charlotte","14","0","14","0","not_locked"
"Durham","14","0","14","0","not_locked"
"Greensboro","14","0","14","0","not_locked"
"Raleigh","14","0","14","0","not_locked"
"Winston-Salem","14","0","14","0","not_locked"
