"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Baltimore","14","0","14","0","not_locked"
"Boston","14","0","14","0","not_locked"
"Chicago","14","0","14","0","not_locked"
"Indianapolis","14","0","14","0","not_locked"
"New Orleans","14","0","14","0","not_locked"
