"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Bowling Green","14","0","14","0","not_locked"
"Covington","14","0","14","0","not_locked"
"Lexington","14","0","14","0","not_locked"
"Louisville","14","0","14","0","not_locked"
"Owensboro","14","0","14","0","not_locked"
