"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Albuquerque","14","0","14","0","not_locked"
"Las Cruces","14","0","14","0","not_locked"
"Rio Rancho","14","0","14","0","not_locked"
"Roswell","14","0","14","0","not_locked"
"Santa Fe","14","0","14","0","not_locked"
