"city","required_layers","verified_layers","missing_layers","saturation_percent","lock_status"
"Austin","14","14","0","100","locked"
"Dallas","14","14","0","100","locked"
"El Paso","14","14","0","100","locked"
"Fort Worth","14","14","0","100","locked"
"Houston","14","14","0","100","locked"
